genres_list,ROI
Comedy,6488.179660046238
Drama,4912.557930233689
Horror,2510.3300467298773
Thriller,936.6531872869053
Documentary,108.6438608017722
Mystery,60.46089828855667
Animation,5.502299482774751
Science Fiction,5.377709419513531
Fantasy,5.2498158485441895
Music,5.214002881845172
